name,smiles,canonical_smiles,inchi_key,sources,source_ids,sider_terms,in_dilirank,dilirank_category,in_tdc_dili_pos,known_hepatotoxic
Respules,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,VOVIALXJUBGFJZ-UHFFFAOYSA-N,sider,2462,Blood alkaline phosphatase increased,0,unknown,0,1
Bumetanide,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,MAEIEVLCKWDQJH-UHFFFAOYSA-N,sider,2471,Cholestasis;Hepatocellular injury;Liver injury,0,unknown,0,1
Bupivacaine (USAN:INN:BAN),CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-UHFFFAOYSA-N,sider,2474,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood bilirubin increased,0,unknown,0,1
"17-(Cyclopropylmethyl)-18-(2-hydroxy-3,3-dimethylbutan-2-yl)-6-methoxy-18,19-dihydro-4,5-epoxy-6,14-ethenomorphinan-3-ol",CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,RMRJXGBAOAMLHD-UHFFFAOYSA-N,sider,2476,Alanine aminotransferase increased,0,unknown,0,1
Busulfan,CS(=O)(=O)OCCCCOS(=O)(=O)C,CS(=O)(=O)OCCCCOS(C)(=O)=O,COVZYZSDYWQREU-UHFFFAOYSA-N,sider,2478,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic necrosis;Hepatitis cholestatic;Hepatomegaly;Jaundice;Jaundice cholestatic;Transaminases increased,0,unknown,0,1
Butabarbital,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,ZRIHAIZYIMGOAB-UHFFFAOYSA-N,sider,2479,Hepatocellular injury;Liver injury,0,unknown,0,1
"N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)-7-prop-2-enyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide",CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,KORNTPPJEAJQIU-UHFFFAOYSA-N,sider,2512,Hepatic function abnormal;Liver function test abnormal,0,unknown,0,1
Verapamil,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,sider,2520,Cholestasis;Hepatic enzyme increased;Hepatitis;Hepatotoxicity;Jaundice,0,unknown,0,1
"5-[2-[1-(5-hydroxy-1,5-dimethyl-hexyl)-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylene-cyclohexane-1,3-diol",CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,GMRQFYUYWCNGIN-UHFFFAOYSA-N,sider,2524,Aspartate aminotransferase increased;Blood alkaline phosphatase increased,0,unknown,0,1
Candesartan Cilexetil,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,GHOSNRCGJFBJIB-UHFFFAOYSA-N,sider,2540,Blood bilirubin increased;Hepatic function abnormal;Hepatitis;Hepatitis A;Jaundice;Jaundice cholestatic;Transaminases increased,0,unknown,0,1
Candesartan,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,HTQMVQVXFRQIKW-UHFFFAOYSA-N,sider,2541,Blood bilirubin increased;Hepatitis;Hepatitis A;Transaminases increased,0,unknown,0,1
"(3S)-3,6-diamino-N-[[(2S,5S,8E,11S,15S)-15-amino-11-[(4R)-2-amino-3,4,5,6-tetrahydropyrimidin-4-yl]-8-[(carbamoylamino)methylidene]-2-(hydroxymethyl)-3,6,9,12,16-pentaoxo-1,4,7,10,13-pentazacyclohexadec-5-yl]methyl]hexanamide",C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,NCCCC(N)CC(=O)NCC1NC(=O)C(CO)NC(=O)C(N)CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC1=O,JNIIDKODPGHQSS-UHFFFAOYSA-N,sider,2547,Hepatocellular injury;Liver disorder,0,unknown,0,1
1-(2-Methyl-3-sulfanylpropanoyl)proline,CC(CS)C(=O)N1CCCC1C(=O)O,CC(CS)C(=O)N1CCCC1C(=O)O,FAKRSMQSSFJEIM-UHFFFAOYSA-N,sider,2550,Cholestasis;Hepatic necrosis;Hepatitis;Hepatocellular injury;Jaundice;Jaundice cholestatic;Liver injury;Traumatic liver injury,0,unknown,0,1
Carbamazepine,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,NC(=O)N1c2ccccc2C=Cc2ccccc21,FFGPTBGBLSHEPO-UHFFFAOYSA-N,sider,2554,Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Granulomatous liver disease;Hepatic failure;Hepatitis;Hepatitis cholestatic;Jaundice;Jaundice hepatocellular;Liver function test abnormal;Transaminases increased,0,unknown,0,1
Carmustine,C(CCl)NC(=O)N(CCCl)N=O,O=NN(CCCl)C(=O)NCCCl,DLGOEMSEDOSKAD-UHFFFAOYSA-N,sider,2578,Hepatotoxicity;Liver function test abnormal;Transaminases increased,0,unknown,0,1
Carvedilol,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-UHFFFAOYSA-N,sider,2585,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Gamma-glutamyltransferase increased;Hepatic congestion;Liver injury;Traumatic liver injury,0,unknown,0,1
7-(2-Amino(phenyl)acetamido)-3-chloro-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,QYIYFLOTGYLRGG-UHFFFAOYSA-N,sider,2609,Alanine aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Cholestasis;Gamma-glutamyltransferase increased;Hepatic function abnormal;Hepatitis;Jaundice cholestatic,0,unknown,0,1
7-((2-Amino-2-(4-hydroxyphenyl)acetyl)amino)-3-methyl-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,BOEGTKLJZSQCCD-UHFFFAOYSA-N,sider,2610,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Cholestasis;Hepatic failure;Hepatic function abnormal,0,unknown,0,1
"3-{[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl}-8-oxo-7-[(1H-tetrazol-1-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-],Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1,MLYYVTUWGNIJIB-UHFFFAOYSA-M,sider,2617,Aspartate aminotransferase increased;Blood bilirubin increased;Cholestasis;Hepatic function abnormal;Hepatitis;Jaundice cholestatic;Liver disorder,0,unknown,0,1
"7-[[2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(1-methylpyrrolidin-1-ium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,HVFLCNVBZFFHBT-UHFFFAOYSA-N,sider,2622,Alanine aminotransferase increased;Blood alkaline phosphatase increased;Cholestasis;Hepatic failure;Hepatic function abnormal;Liver disorder,0,unknown,0,1
"3-(Acetyloxymethyl)-7-[[2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-],CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,GPRBEKHLDVQUJE-UHFFFAOYSA-M,sider,2631,Cholestasis;Hepatic function abnormal;Hepatitis;Jaundice;Liver injury;Traumatic liver injury,0,unknown,0,1
3-[(Carbamoyloxy)methyl]-7-methoxy-8-oxo-7-[(thiophen-2-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate,COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,WZOZEZRFJCJXNZ-UHFFFAOYSA-M,sider,2637,Blood bilirubin increased;Cholestasis;Hepatic function abnormal;Jaundice,0,unknown,0,1
7-[[2-Amino-2-(4-hydroxyphenyl)acetyl]amino]-8-oxo-3-prop-1-enyl-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,CC=CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,WDLWHQDACQUCJR-UHFFFAOYSA-N,sider,2646,Jaundice cholestatic,0,unknown,0,1
"Ceftazidime, Antibiotic for Culture Media Use Only",CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-],CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,ORFOPKXBNMVMKC-UHFFFAOYSA-N,sider,2650,Cholestasis;Hepatic function abnormal;Jaundice,0,unknown,0,1
7-[[2-(2-Aminothiazol-4-yl)-4-carboxy-but-2-enoyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,UNJFKXSSGBWRBZ-UHFFFAOYSA-N,sider,2654,Cholestasis;Jaundice,0,unknown,0,1
"7-[[2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(2-methyl-6-oxido-5-oxo-1,2,4-triazin-3-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CSC12)c1csc(N)n1,VAAUVRVFOQPIGI-UHFFFAOYSA-L,sider,2656,Aspartate aminotransferase increased;Cholestasis;Hepatic function abnormal;Jaundice,0,unknown,0,1
3-(Carbamoyloxymethyl)-7-[[2-(furan-2-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate,CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)[O-],CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,JFPVXVDWJQMJEE-UHFFFAOYSA-M,sider,2658,Blood alkaline phosphatase increased;Blood bilirubin increased;Cholestasis;Hepatic enzyme increased;Hepatic function abnormal;Hepatitis;Jaundice;Liver disorder,0,unknown,0,1
Celecoxib,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,RZEKVGVHFLEQIL-UHFFFAOYSA-N,sider,2662,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Cholestasis;Hepatic failure;Hepatic function abnormal;Hepatic necrosis;Hepatitis;Hepatitis cholestatic;Hepatitis fulminant;Jaundice;Liver function test abnormal;Transaminases increased,0,unknown,0,1
7-(2-Amino(phenyl)acetamido)-3-methyl-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,sider,2666,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Cholestasis;Hepatic function abnormal;Hepatitis;Jaundice cholestatic,0,unknown,0,1
"7-(2-(2-Amino-1,3-thiazol-4-yl)((carboxymethoxy)imino)acetamido)-3-ethenyl-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid",C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,OKBVVJOGVLARMR-UHFFFAOYSA-N,sider,2675,Blood bilirubin increased;Cholestasis;Hepatic function abnormal;Hepatitis;Jaundice,0,unknown,0,1
"7-[4-(4-Fluorophenyl)-5-(methoxymethyl)-2,6-di(propan-2-yl)pyridin-3-yl]-3,5-dihydroxyhept-6-enoic acid",CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O,COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,SEERZIQQUAZTOL-UHFFFAOYSA-N,sider,2676,Hepatic cancer;Hepatic necrosis;Hepatitis;Hepatitis chronic active;Hepatocellular carcinoma;Jaundice cholestatic;Transaminases increased,0,unknown,0,1
Cetirizine,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-UHFFFAOYSA-N,sider,2678,Blood alkaline phosphatase increased;Blood bilirubin increased;Cholestasis;Gamma-glutamyltransferase increased;Hepatic function abnormal;Hepatitis;Jaundice;Transaminases increased,0,unknown,0,1
"2-Methylspiro[1,3-oxathiolane-5,3'-1-azabicyclo[2.2.2]octane]",CC1OC2(CN3CCC2CC3)CS1,CC1OC2(CS1)CN1CCC2CC1,WUTYZMFRCNBCHQ-UHFFFAOYSA-N,sider,2684,Alanine aminotransferase increased;Blood alkaline phosphatase increased;Hepatitis viral,0,unknown,0,1
Chlorambucil,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-N,sider,2708,Hepatotoxicity;Jaundice,0,unknown,0,1
"7-Chloro-2-(methylimino)-5-phenyl-2,3-dihydro-4H-1,4-benzodiazepin-4-ol",CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,BUCORZSTKDOEKQ-UHFFFAOYSA-N,sider,2712,Hepatic function abnormal;Jaundice,0,unknown,0,1
Chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-UHFFFAOYSA-N,sider,2719,Hepatitis,0,unknown,0,1
Chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,JBMKAUGHUNFTOL-UHFFFAOYSA-N,sider,2720,Jaundice;Jaundice cholestatic,0,unknown,0,1
Chlorpromazine,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,sider,2726,Hepatitis A;Jaundice;Jaundice cholestatic,0,unknown,0,1
Chlorpropamide,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,RKWGIWYCVPQPMF-UHFFFAOYSA-N,sider,2727,Jaundice cholestatic,0,unknown,0,1
Chlorthalidone,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-UHFFFAOYSA-N,sider,2732,Cholestasis;Jaundice;Jaundice cholestatic,0,unknown,0,1
"7-[(1-Ethoxy-1-oxo-4-phenylbutan-2-yl)amino]-6-oxo-1,2,3,4,7,8,9,10-octahydropyridazino[1,2-a]diazepine-4-carboxylic acid",CCOC(=O)C(CCC1=CC=CC=C1)NC2CCCN3CCCC(N3C2=O)C(=O)O,CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,HHHKFGXWKKUNCY-UHFFFAOYSA-N,sider,2751,Hepatic function abnormal;Hepatitis cholestatic;Liver function test abnormal,0,unknown,0,1
Cilostazol,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,RRGUKTPIGVIEKM-UHFFFAOYSA-N,sider,2754,Gamma-glutamyltransferase increased;Hepatic function abnormal;Jaundice;Liver function test abnormal,0,unknown,0,1
Cimetidine,CC1=C(N=CN1)CSCCNC(=NC)NC#N,CN=C(NC#N)NCCSCc1nc[nH]c1C,AQIXAKUUQRKLND-UHFFFAOYSA-N,sider,2756,Hepatic failure;Hepatic fibrosis;Hepatitis;Hepatotoxicity;Liver injury;Traumatic liver injury,0,unknown,0,1
Ciprofloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,sider,2764,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic failure;Hepatic function abnormal;Hepatic necrosis;Hepatitis;Hepatocellular injury;Hepatomegaly;Jaundice;Jaundice cholestatic;Liver disorder;Liver function test abnormal;Liver injury;Transaminases increased,0,unknown,0,1
Cantide + Cisplatin,[NH2-].[NH2-].Cl[Pt+2]Cl,Cl[Pt+2]Cl,DQLATGHUWYMOKM-UHFFFAOYSA-L,sider,2767,Aspartate aminotransferase increased;Hepatocellular injury;Hepatotoxicity;Liver injury,0,unknown,0,1
Citalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-UHFFFAOYSA-N,sider,2771,Alanine aminotransferase increased;Aspartate aminotransferase increased;Blood alkaline phosphatase increased;Blood bilirubin increased;Gamma-glutamyltransferase increased;Hepatic enzyme increased;Hepatic failure;Hepatic necrosis;Hepatitis;Hepatitis cholestatic;Hepatitis fulminant;Jaundice;Liver function test abnormal,0,unknown,0,1
"Methyl 7-chloro-6,7,8-trideoxy-6-((1-methyl-4-propylprolyl)amino)-1-thiooctopyranoside",CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,KDLRVYVGXIQJDK-UHFFFAOYSA-N,sider,2786,Jaundice,0,unknown,0,1
Clobazam,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CXOXHMZGEKVPMT-UHFFFAOYSA-N,sider,2789,Hepatic enzyme increased;Liver function test abnormal,0,unknown,0,1
Clofazimine,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,WDQPAMHFFCXSNU-UHFFFAOYSA-N,sider,2794,Hepatitis;Hepatomegaly;Jaundice,0,unknown,0,1
Clomiphene,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,GKIRPKYJQBWNGO-UHFFFAOYSA-N,sider,2800,Cholestasis;Hepatic adenoma;Hepatic angiosarcoma;Hepatic cancer;Hepatitis;Hepatocellular carcinoma;Hepatocellular injury;Jaundice;Liver disorder;Transaminases increased,0,unknown,0,1
Clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-N,sider,2801,Blood alkaline phosphatase increased;Hepatic necrosis;Hepatitis;Hepatitis acute;Jaundice;Transaminases increased,0,unknown,0,1
Clonazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,DGBIGWXXNGSACT-UHFFFAOYSA-N,sider,2802,Hepatomegaly;Liver function test abnormal,0,unknown,0,1
Clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,Clc1cccc(Cl)c1NC1=NCCN1,GJSURZIOUXUGAL-UHFFFAOYSA-N,sider,2803,Hepatitis;Liver function test abnormal,0,unknown,0,1
(RS)-Clopidogrel,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,GKTWGGQPFAXNFI-UHFFFAOYSA-N,sider,2806,Acute hepatic failure;Hepatic enzyme increased;Hepatic function abnormal;Hepatic steatosis;Hepatitis;Hepatitis A;Liver function test abnormal;Liver injury;Traumatic liver injury,0,unknown,0,1
Clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,VNFPBHJOKIVQEB-UHFFFAOYSA-N,sider,2812,Aspartate aminotransferase increased;Liver function test abnormal,0,unknown,0,1
clozapine,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,ZUXABONWMNSFBN-UHFFFAOYSA-N,sider,2818,Cholestasis;Hepatic cirrhosis;Hepatic enzyme increased;Hepatic failure;Hepatic fibrosis;Hepatic necrosis;Hepatic steatosis;Hepatitis;Hepatocellular injury;Hepatotoxicity;Jaundice;Jaundice cholestatic;Liver disorder;Liver injury;Traumatic liver injury,0,unknown,0,1
"N-(5,6,7,9-Tetrahydro-1,2,3,10-tetramethoxy-9-oxobenzo(a)heptalen-7-yl)acetamide",CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,IAKHMKGGTNLKSZ-UHFFFAOYSA-N,sider,2833,Alanine aminotransferase increased;Aspartate aminotransferase increased;Hepatic function abnormal;Hepatocellular injury;Liver injury,0,unknown,0,1
Cromoglycate(2-),C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-],O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,IMZMKUWMOSJXDT-UHFFFAOYSA-L,sider,2881,Hepatocellular injury;Liver disorder,0,unknown,0,1
Cyclobenzaprine,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,JURKNVYFZMSNLP-UHFFFAOYSA-N,sider,2895,Cholestasis;Hepatic function abnormal;Hepatitis;Jaundice,0,unknown,0,1
Cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,O=P1(N(CCCl)CCCl)NCCCO1,CMSMOCZEIVJLDB-UHFFFAOYSA-N,sider,2907,Blood bilirubin increased;Cholestasis;Hepatic encephalopathy;Hepatic enzyme increased;Hepatic failure;Hepatic function abnormal;Hepatitis;Hepatitis cholestatic;Hepatitis viral;Hepatomegaly;Hepatotoxicity;Jaundice;Venoocclusive liver disease,0,unknown,0,1
